gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,score,sum_click
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,75.6,2148.0
F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,50.6,2146.0
F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,73.4,749.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,73.0,818.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,46.8,574.0
M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,80.0,1497.0
M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,82.8,3344.0
F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,77.6,2458.0
M,London Region,A Level or Equivalent,10-20%,35-55,0,120,Y,Pass,51.0,953.0
F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,74.4,2684.0
F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,60.6,622.0
M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,24.666666666666668,183.0
M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,70.0,1611.0
M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,90.6,4187.0
M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,78.8,3424.0
M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,56.0,967.0
F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,44.5,523.0
F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Pass,67.0,3115.0
M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,79.6,323.0
M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,75.8,1949.0
M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,55.6,1616.0
F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,73.6,1690.0
F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,77.2,2864.0
M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,79.4,3070.0
M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.6,1617.0
F,London Region,Lower Than A Level,10-20%,0-35,0,60,N,Pass,60.8,1078.0
M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,61.75,470.0
F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,78.0,1189.0
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,63.2,1216.0
M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,80.8,1080.0
F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,0.0,228.0
F,North Region,HE Qualification,0-10%,35-55,0,60,N,Pass,62.6,2809.0
F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,64.8,1327.0
F,South Region,HE Qualification,80-90%,35-55,0,120,N,Pass,53.5,519.0
F,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,80.6,4441.0
M,Yorkshire Region,HE Qualification,80-90%,55<=,0,60,N,Distinction,81.2,7262.0
M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,71.2,650.0
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,65.4,248.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.8,1591.0
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,71.8,1359.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,71.2,493.0
M,Ireland,HE Qualification,0-10%,35-55,0,60,N,Pass,75.4,988.0
M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,70.8,1890.0
M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,64.0,261.0
F,West Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,Y,Pass,79.6,1326.0
F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,73.6,2905.0
F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,76.0,1868.0
F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,72.6,2049.0
F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,76.4,1160.0
M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,70.0,582.0
F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,71.4,491.0
F,London Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,78.2,1181.0
F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,64.8,1473.0
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,0.0,92.0
M,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,120,N,Pass,56.0,797.0
F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,79.4,1964.0
M,South East Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,65.6,2042.0
M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,79.2,4109.0
F,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,51.2,2434.0
F,South West Region,A Level or Equivalent,40-50%,0-35,0,180,N,Distinction,82.6,1596.0
M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,83.4,5974.0
M,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,84.2,641.0
M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass,63.2,808.0
M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,76.0,612.0
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,57.2,280.0
M,London Region,HE Qualification,20-30%,55<=,0,60,N,Pass,68.8,3720.0
F,North Region,HE Qualification,10-20%,0-35,0,150,N,Fail,43.333333333333336,309.0
F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,71.4,2287.0
F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,78.6,2815.0
M,East Anglian Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,67.8,289.0
M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,81.6,3929.0
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,84.8,2297.0
M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,58.25,472.0
M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,79.4,4218.0
M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass,67.8,758.0
M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,61.8,2791.0
F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,46.8,499.0
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,86.2,2223.0
M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,77.6,1590.0
F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,54.8,429.0
M,North Region,HE Qualification,30-40%,35-55,0,60,N,Pass,64.8,340.0
F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass,63.0,4938.0
F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,71.0,1480.0
M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,76.0,3648.0
F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,73.4,1295.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,71.6,683.0
M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,51.4,912.0
F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass,67.0,176.0
F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Distinction,80.2,6396.0
M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,81.8,950.0
M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,60.666666666666664,1782.0
F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,58.0,665.0
M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,77.6,656.0
M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,71.2,2280.0
M,South East Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,50.0,802.0
M,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Pass,65.33333333333333,1240.0
M,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,45.0,381.0
F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,82.6,1769.0
F,London Region,HE Qualification,20-30%,0-35,0,60,N,Distinction,82.0,3722.0
M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass,61.8,1377.0
F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,67.8,3019.0
M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,0.0,439.0
F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,57.6,1695.0
F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,67.0,2590.0
F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,76.0,2259.0
F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,87.2,2042.0
M,South Region,HE Qualification,70-80%,35-55,0,60,N,Pass,64.8,2195.0
M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,60,N,Distinction,81.0,1888.0
F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,78.4,1831.0
F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,58.4,1252.0
M,South East Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,60.0,332.0
M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,78.6,157.0
F,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.4,4000.0
M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,78.2,574.0
F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail,0.0,73.0
F,South East Region,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,53.142857142857146,610.0
M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,84.0,2291.0
M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,61.0,790.0
M,South West Region,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,48.833333333333336,756.0
M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,75.0,415.0
M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,63.4,368.0
M,North Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,68.66666666666667,1718.0
F,North Western Region,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,79.5,3812.0
F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,66.4,2342.0
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,68.4,141.0
F,Wales,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,67.0,166.0
F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,71.0,765.0
F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass,78.14285714285714,2645.0
F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,74.0,4746.0
M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,68.2,2062.0
F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,62.4,1300.0
F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,77.0,1062.0
M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Pass,76.0,2129.0
M,North Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,60.4,812.0
F,South East Region,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,75.4,4841.0
F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,65.0,1610.0
M,London Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,69.6,3779.0
F,East Anglian Region,HE Qualification,90-100%,35-55,0,270,N,Distinction,85.0,3018.0
M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,65.6,833.0
M,Yorkshire Region,Lower Than A Level,10-20%,35-55,0,60,N,Pass,59.6,236.0
M,Yorkshire Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,71.66666666666667,4497.0
M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,75.8,1836.0
M,East Midlands Region,HE Qualification,10-20%,35-55,0,60,N,Pass,69.4,2135.0
M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,66.0,930.0
M,South West Region,HE Qualification,30-40%,35-55,0,60,N,Pass,66.4,1114.0
M,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,83.0,4028.0
M,Yorkshire Region,HE Qualification,50-60%,0-35,0,60,N,Pass,70.6,2386.0
M,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,66.2,702.0
F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,59.6,2811.0
M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,57.833333333333336,1257.0
M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,46.4,201.0
M,Yorkshire Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,72.4,2025.0
F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,43.6,549.0
F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,67.2,1365.0
F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,85.0,2883.0
F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,49.0,865.0
M,Wales,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,82.8,1987.0
M,South West Region,A Level or Equivalent,10-20%,35-55,0,60,N,Distinction,80.6,6609.0
F,London Region,A Level or Equivalent,80-90%,35-55,1,120,N,Fail,38.333333333333336,426.0
M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,70.2,1178.0
M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,74.0,2485.0
M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,79.6,1594.0
M,North Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction,88.8,1444.0
F,South Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,53.8,359.0
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,43.0,191.0
M,East Midlands Region,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,81.8,2080.0
M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,54.0,251.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,45.0,2090.0
F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,73.0,605.0
F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,46.0,537.0
F,South East Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,67.66666666666667,2028.0
F,East Anglian Region,HE Qualification,50-60%,0-35,0,60,N,Pass,72.4,895.0
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,83.0,2682.0
M,East Anglian Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,86.2,1157.0
F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,72.8,2267.0
M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,73.6,1845.0
M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,73.4,3275.0
M,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,0.0,134.0
M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,75.2,1336.0
F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,66.0,5805.0
M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,84.6,311.0
M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,81.6,1859.0
F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,60.0,7901.0
M,North Western Region,A Level or Equivalent,10-20%,35-55,0,60,Y,Distinction,80.6,1422.0
M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,77.6,2219.0
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,67.0,1097.0
M,South Region,HE Qualification,70-80%,55<=,0,60,N,Pass,64.0,1642.0
M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,77.2,1695.0
M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,72.8,1681.0
F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,79.2,1604.0
M,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,52.8,193.0
M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,85.2,1766.0
F,Ireland,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,80.4,7163.0
F,Scotland,HE Qualification,70-80%,0-35,1,60,N,Pass,74.8,381.0
F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,75.6,3553.0
M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,52.8,144.0
F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,66.0,560.0
F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,76.0,2339.0
M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,65.8,1168.0
M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,0.0,112.0
M,Scotland,HE Qualification,80-90%,35-55,0,60,N,Distinction,80.8,6965.0
M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,68.6,1435.0
M,Scotland,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,82.4,4574.0
F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,75.2,2141.0
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,0.0,
M,Yorkshire Region,A Level or Equivalent,10-20%,35-55,0,60,N,Pass,55.8,2444.0
F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,0.0,
F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass,49.8,487.0
M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,59.6,1043.0
F,South Region,HE Qualification,90-100%,35-55,1,60,N,Distinction,84.66666666666667,6588.0
M,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,82.2,1648.0
M,London Region,HE Qualification,60-70%,0-35,0,60,N,Fail,39.8,283.0
M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,70.2,604.0
F,South East Region,A Level or Equivalent,20-30%,0-35,1,60,N,Distinction,86.875,3928.0
F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,44.0,93.0
M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,73.8,270.0
M,East Anglian Region,HE Qualification,10-20%,0-35,0,120,N,Pass,68.5,1784.0
F,West Midlands Region,HE Qualification,70-80%,0-35,1,60,N,Distinction,82.33333333333333,3178.0
M,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass,73.8,165.0
F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,77.4,1141.0
F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,72.6,700.0
M,Scotland,HE Qualification,40-50%,35-55,0,120,N,Pass,61.5,545.0
M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,76.6,425.0
M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,52.2,560.0
M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,69.6,1427.0
F,East Midlands Region,A Level or Equivalent,10-20%,0-35,0,60,N,Pass,64.6,944.0
M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,64.6,398.0
F,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,58.0,945.0
M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass,71.5,768.0
M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,75.0,1901.0
F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass,59.6,1638.0
M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,73.6,1265.0
M,Scotland,HE Qualification,10-20%,0-35,0,60,N,Distinction,81.6,2960.0
F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,65.6,1528.0
M,Ireland,HE Qualification,0-10%,0-35,0,60,N,Pass,71.4,829.0
M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,75.6,606.0
M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,83.0,1660.0
F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,78.8,1290.0
M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,76.6,2392.0
F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,72.0,657.0
M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,78.6,725.0
M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,80.2,7532.0
M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass,75.4,5184.0
F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,80.4,4677.0
M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,55.0,1096.0
F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,0.0,532.0
F,South West Region,A Level or Equivalent,10-20%,35-55,0,300,N,Fail,40.0,441.0
M,Scotland,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,68.625,997.0
M,South Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,82.2,2648.0
F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Pass,54.25,1039.0
F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,40.2,462.0
F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,69.2,1337.0
F,East Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Pass,79.8,4295.0
M,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,59.2,338.0
F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,52.6,1584.0
M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,75.6,1326.0
M,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,70.4,751.0
F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,73.2,414.0
F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,67.6,4555.0
F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,74.0,2076.0
M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,79.6,405.0
M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Distinction,83.6,2752.0
M,South East Region,HE Qualification,80-90%,35-55,0,60,N,Pass,77.4,2180.0
M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,63.8,2808.0
F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,66.4,339.0
M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,73.2,1318.0
M,West Midlands Region,HE Qualification,0-10%,35-55,1,60,N,Pass,59.666666666666664,1417.0
M,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,41.2,127.0
F,North Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,77.8,1472.0
M,London Region,HE Qualification,10-20%,0-35,0,120,N,Pass,59.4,2196.0
M,Ireland,Lower Than A Level,0-10%,0-35,0,300,N,Distinction,83.0,232.0
M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,55.2,300.0
M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,73.0,613.0
F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,69.33333333333333,676.0
F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass,53.0,402.0
M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Pass,65.8,176.0
M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,57.6,879.0
M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,52.4,767.0
